,0,1
301,1,친구들과 더 잘 어울리기 위해서는 공부를 열심히 하면 안 된다는 생각에 너무 스트레스 받아.
302,3,돈이 없으니까 자꾸 남이 신경쓰여.
303,5,길에서 담배를 피우다 경찰에 걸린 친구가 난동을 부리는데 너무 어이가 없어.
304,3,결혼은 혐오스러워.
305,1,갑자기 남편에게 사고가 생겨서 병원비가 많이 들어 가게 생겼어.
306,1,내일 처음으로 출근하는데 너무 떨려.
307,4,요양원에 들어오고 사는 낙이 없어졌어.
308,4,주 할아버지가 나한테 이야기도 안하고 광진구로 이사를 갔어.
309,0,이제 자식들이 모두 취업도 결혼도 했어.
310,5,몸이 아픈데 아내랑 자식들은 돈만 쓰고 나는 돌봐주지도 않아.
311,1,나는 아직 결혼 생각이 없는데 결혼하라고 할까 봐 걱정이야.
312,3,이번에 형은 시험을 아주 잘 봤는데 나는 시험을 완전히 망쳐버렸어. 그런데 부모님 때문에 더 힘들어.
313,3,자식 신세를 져야하는 노후준비가 부끄러워.
314,4,친구랑 싸워서 너무 괴로워.
315,2,친구가 우울증으로 자살했대. 취업이 뭐길래 그런 선택까지 하게 됐을까 너무 슬퍼.
316,1,부모님이 내성적 때문에 싸웠는데 어떻게 해야 할지 모르겠어.
317,3,집에서는 고집불통에 까칠하기만 한 아이가 학교에서는 말도 없고 내성적이라니
318,0,오늘 기분이 엄청 좋아. 우리 학교에서 문제 일으키던 애가 전학 갔어.
319,3,옆집 남편은 명품백을 일년에 두개씩 사준대 .
320,2,친구가 내 앞에서 금전적인 고민을 토로하는 이유는 일부러 나를 약 올리는 거야.
321,3,시어머니가 자꾸 임신을 부추기시는데 남편은 내 마음도 몰라주고 너무 무심해.
322,1,아들하고 대화가 없어.
323,4,집에서 가족 간에 황당한 일이 있었어.
324,1,요즘 일하는 것이 부질없다는 생각이 많이 들어.
325,2,정년퇴임을 앞두고 있어서 그런지 다들 날 피하는 거 같아. 친하게 지내는 걸 어려워 해.
326,4,나는 칠십 평생 운동도 하고 건강하게 밥을 먹었는데 폐암 진단을 받았어.
327,5,엄마한테 영어과외 시켜달라 할라고.
328,5,상사가 항상 밖에서 받은 스트레스를 직장에서 푸는 것 같아서 나도 화가 나.
329,3,남편이 그동안 날 속이고 다른 여자를 만나왔어. 너무 혐오스러워.
330,3,오늘 병원을 다녀온 뒤로 너무 혼란스러워.
331,0,부모님이 물려주신 땅을 팔지 않고 놔두었는데 최근 땅 값이 크게 올라 돈을 벌게 되었어.
332,5,딸이 이번에도 취업에 실패했어. 계속해서 취업에 실패하니까 화가 나네.
333,4,이렇게 작은 집에 사는 사람은 나밖에 없을 것 같아.
334,0,최 영감은 나에게 빌린 돈을 꼭 갚을 사람이라고 믿어.
335,3,회사에서 새로운 업무를 맡게 되었는데 이해하기 힘들어.
336,4,취직이 너무 안되서 걱정이야.
337,5,같은 고시원에 사는 누군가가 이름 써놓은 내 반찬을 먹어버렸어. 지금 너무 화나.
338,2,남자들은 오십이 넘으면 다들 그렇게 쫀쫀해지나?  요즘 남편 꼴 보기가 싫어 죽겠어.
339,5,왜 사람은 할 게 많을까? 다 챙기는 거 너무 귀찮아.
340,1,취업 때문에 스트레스받아. 공채채용도 없어지고 어떻게 하면 좋을까?
341,2,자취를 시작한 딸이 걱정되고 불안한데 자주 전화해주지 않아서 슬퍼.
342,4,지금 죽으면 너무 억울할 것 같아.
343,4,취업으로 인해 기숙사에서 지내고 있는데 종종 가족들이 생각나 외로워.
344,1,오빠와 말싸움을 하다가 심한 말을 해버렸어. 어떡하지?
345,0,가족들이 여유로워 보이고 나두 행복해.
346,2,내 성적표를 엄마가 보고 한숨을 쉬셨어. 혼날 것 같아.
347,5,아내가 나 몰래 다른 돈을 모아서 관리하고 있었어.
348,1,난 공부는 진짜 취약해.
349,1,곧 퇴근인데 보고서 수정 요청이 들어올까 봐 불안해.
350,0,자주 듣던 라디오에 내 사연을 적어 보냈는데 당첨돼서 받은 돈으로 병원비를 해결할 수 있어서 정말 기뻐.
351,4,돈이 부족해서 노인 아르바이트를 신청했어. 그런데 이마저도 병을 이유로 거부당했어.
352,2,그동안 열심히 연습해온 마라톤 대회에서 옆집 김씨에게 일등을 뺏겨서 슬프고 비통해.
353,5,여자친구가 연락이 자꾸 두절 돼서 불안해.
354,5,상사가 내게 자꾸 같은 작업 수정을 요청해서 열 받아.
355,5,사람과의 만남을 다소 귀찮아 하시는 군요.
356,1,나의 실수로 회사가 큰 손해를 입었어. 처분이 어떻게 내려질지 몰라서 불안해.
357,1,내 학교 친구가 도막을 하는것 같아.
358,2,가족이 무슨 의미가 있나 싶어.
359,5,남편이 내가 천식으로 고생하는 것을 알면서도 천식치료제를 숨겨버렸어.
360,1,나이가 드니 주위에 친구들이 점점 없어져서 불안해.
361,2,나 코로나 때문에 직장에서 급여를 차감해서 너무 실망이야.
362,0,노인들을 위해 봉사하는 착한 청년들은 아마 다른 동네에는 없을 거야.
363,2,진짜 이 회사에 오는게 아니었어.
364,5,오십 중반인데 이제 노후도 생각해야 되는데 큰일이야.
365,4,선배가 내 실적을 모두 가로채가서 너무 슬퍼.
366,2,엄마랑 아빠랑 사이가 많이 안 좋아. 내가 어떻게 해야될 지 모르겠어.
367,3,여자친구가 나보다 키가 훨씬 커서 사람들이 자꾸 쳐다보는 게 불편해.
368,4,건강검진에서 갑상샘암이 발견되었어. 조기에 치료하면 된다고 하지만 돈이 충분하지 않아서 걱정이야.
369,4,내가 중간고사 성적이 좋아서 선생님께 예쁨을 받는 걸 친구들이 싫어해.
370,2,출퇴근길이 너무 고단해. 
371,0,일 때문에 잠깐 떨어져 살더라도 아내와 내 마음이 식지는 않을 거야. 나는 아내를 믿어.
372,4,나 혼자만 직장에 적응을 못하는 것 같아 힘드네.
373,5,대체 왜 나 혼자만 바쁘게 일하는지 모르겠어.
374,0,은퇴 후에 남편과 세계여행을 다닐 생각을 하니까 너무 기뻐.
375,4,사내에서 여성 동료 두 명이 저에 대해서 안 좋은 이야기를 하는 것을 들었어. 너무 친했던 사이라서 기분이 아주 나쁘고 배신감이 들었어.
376,1,첫 출근이어서 회사에 가는 내내 두려웠어.
377,0,와 정말 다행이다.
378,0,연애 지금 해야 되나? 꼭?
379,1,우리 집안 남자들은 탈모에 아주 취약해. 나도 탈모가 생길까 봐 걱정이네.
380,5,계속해서 핵심을 잡지 못하고 겉도는 회의가 계속되어 답답해.
381,0,아내는 취업한 딸에게 옷을 사준다고 딸과 쇼핑을 하러 가고 나는 카페에서 느긋하게 기다리고 있어서 기뻐.
382,1,오늘 학교에서 내 지갑이 사라졌어. 나 따돌림당하는 걸까?
383,5,친구가 정말 성가시게 해.
384,0,남편이 따뜻한 마음을 가져서 너무 행복해.
385,2,오늘도 학교에서 애들한테 맞아서 상처가 생겼어. 울고 싶어.
386,4,오늘 너무 억울한 일이 있었어!
387,2,모임에 많이 늦은 친구한테 크게 화를 냈는데 알고 보니 어머니가 아프셔서 병원에 있다 왔더라고 정말 미안하네.
388,5,추가적인 합병증이 생겨 내 지출 계획에 차질이 발생했어. 너무 짜증이 나.
389,5,우리 부모님이 내 결혼을 너무 반대해.
390,5,수행평가 점수가 말도 안되게 나왔어. 분명히 다 썼는데 왜 점수를 안 주신거지?
391,0,나 오늘 상사에게 부당한 지시를 받았어. 정말 화가 나.
392,0,우리 손자가 내가 제일 좋다며 병이 빨리 나았으면 좋겠대.
393,3,친구가 나를 위해 밥을 산다고 해도 나도 모르게 짜증이 나.
394,4,뭐야! 성적이 왜이렇게 나왔지?
395,5,내가 죽음을 벌써 걱정하는 게 화나.
396,5,직장에서 과도한 업무로 힘들어.
397,4,병원에서 또 다른 병을 진단받았어.
398,0,지난주는 직장생활 중 가장 기쁜 때였어.
399,3,팀 동료 일하는게 한심해서 아주 스트레스 받고 있어.
400,2,요새 정말 눈물이 나.
401,2,어제 친구랑 싸웠어. 아주 슬퍼.
402,1,지금은 힘들더라도 곧 괜찮아 거예요. 힘내세요.
403,2,내가 부족해서 따돌림 당하는건가?
404,1,내일이면 결혼기념일인데 기대된다.
405,1,따돌림받을까봐 걱정돼.
406,0,우리 반에 어딘가 표정이 안 좋고 불안해 보이는 친구가 있었는데 아무래도 학교폭력을 당하는 것 같더라고. 그래서 내가 몇 번 말을 걸고 했는데도 말을 잘 하지 않았는데 오늘 드디어 나한테 말을 털어놓기 시작했어!
407,2,부모님이 이혼을 하신데.
408,3,저축해놓은 자금이 없어서 부끄러워.
409,1,곧 친언니의 출산일이야. 내가 더 떨리는 거 있지.
410,0,부모님 말씀을 더 잘 들을거야.
411,3,직장에 취업했는데 지원했던 부서가 아닌 다른 곳에 발령을 받아서 당황했어.
412,1,정년퇴직하고 만성질환은 없지만 재정이 불안해.
413,5,나는 왜 이렇게 돈이 없을까.
414,1,집 밖이 더 편한 날이 오다니.
415,3,죽음이 너무 싫어.
416,2,내 진로 선택이 후회돼. 발전 가능성은 없고 정체되어있는 것 같아.
417,2,오늘 친구 하나가 세상을 떠났어.
418,4,정말 배신감 느껴지네.
419,0,내가 거래하는 증권사 직원이 주식 종목을 콕 집어서 추천해 주어서 내일 장이 시작하면 바로 매수하려고 해.
420,0,이게 말이 돼.
421,0,오늘 하반기 프로젝트를 성공적으로 마쳤어.
422,4,이제 나이가 있다는 이유로 나를 믿고 따르던 후배들이 내 은퇴만을 기다려. 충격받았어.
423,2,우리 학교 학생들은 나를 괴롭혀.
424,3,남편이 출근할 때마다 뽀뽀를 하는데 아이들 앞이라 부끄러워.
425,1,독서실에서 공부를 오랜시간 하는데 정작 시험점수가 안나와.
426,5,병원에 다녀온 후 남편의 감시 속에 살고 있어. 진짜 귀찮아.
427,3,우리 부서에 박 대리는 일도 제대로 못하면서 온갖 아부로 대표님한테 잘 보이려고 해서 얄미워.
428,1,졸업을 하고 자격증을 따도 취업에 성공할 거라는 생각이 들지 않아.
429,4,그 교과서를 내가 가져간 게 아닌데 아무도 나를 믿어주지 않아.
430,0,오늘 가족끼리 소풍 왔어. 너무 여유롭고 좋다.
431,1,지금 내가 맡은 업무를 잘하고 있는 것인지 모르겠어. 보람도 없고 힘도 나지 않아.
432,1,재정상태가 불안해.
433,2,여태 모은 돈을 남편이 노름으로 다 날렸어. 앞으로도 계속 그럴 것 같은데 이제 난 어떻게 살아가야 할까?
434,2,공부도 못하는데 왜 공부를 해야 하는지 모르겠어.
435,0,일찍 선택한 진로가 나와 정말 잘 맞는 것 같아 만족스러워.
436,2,친하게 지내던 직장동료가 어젯밤 교통사고를 당했다는 얘기를 듣고 주저앉았어.
437,5,요즘 새로운 친구를 사귄다는 게 어려운 거 같아 나도 모르게 방어하게 되네. 
438,3,회사에 신입이 나보고 어느 대학을 나왔냐고 물어봤는데 부끄러워서 대답을 못 했어.
439,0,내년에 학년이 올라가서 반이 바뀌면 친구를 사귈 수 있을 것 같아 기뻐.
440,1,육아 휴직을 하는 동안 동기들이 모두 승진했다고 해서 초조해.
441,2,내가 좋은 사람이라 잘 결혼한 거 같다는 아내의 말에 눈물이 났어. 고생만 시킨 거 같아 눈물이 나.
442,2,퇴직할 나이가 되어서 그런지 점점 앞으로의 생활이 걱정이야.
443,2,다들 왜 이렇게 수능 점수에 집착인 지 모르겠어.
444,5,요새 젊은 친구들은 끈기가 없어.
445,5,매일 따돌림을 당해서 버티기 힘들어.
446,1,오래 사귄 남자친구가 있는데 이 연애가 맞는 건지 의구심이 들어
447,3,같이 입사한 동료가 오늘 대리로 승진을 했어.좀 부럽네.
448,0,졸업하고 어디로 취업할지 정했어.
449,5,아내의 말을 무시하고 친구들과 등갈비 먹으러 다녀왔는데 마음이 좀 불편하긴 하네. 그런데 아내도 심했어.
450,0,고맙게도 사돈댁에서 건강식품을 잔뜩 보내주셨어.
451,5,오늘 회사에서 짜증 나는 일이 있었어.
452,3,몸이 아프고 혼자 있으니 서글퍼
453,0,저녁 먹고 아내랑 산책하는 게 요즘 사는 낙이야.
454,5,회사 동료가 뒤에서 내 욕을 한다는걸 오늘 알아 버렸어.
455,2,친한 친구가 어제 죽어서 너무 슬프네.
456,1,어제가 월요일인지 착각하고 학교에 갔더니 아무도 없는 거야. 알고 보니 일요일이었어.
457,1,나는 애들이 괴롭히면 표출하는데에 참 취약해.
458,1,친구들이 날 떠날까 봐 불안해.
459,4,회사를 위해서 다른 동료보다 더 희생하면서 일했는데 지금 현재 남은 것은 고혈압과 명예퇴직뿐이야.
460,2,건강 이상신호가 몸 여기저기에서 보여서 걱정돼.
461,2,별 것 아닌 실수로 상사에게 부하직원들 앞에서 욕을 먹었다
462,0,어떤 일을 계획하고 있어. 기대해도 좋아.
463,0,나 중간고사보다 성적이 올라서 기뻐.
464,2,부모님께 미리 잘 해드리지 못한 것이 후회되지만 너무 늦은 것 같아.
465,3,내가 너무 현실에 안주하고 있었나봐. 신입사원 길동이가 입사한지 얼마나 되었다고 팀장들이 관심을 보이냐고.
466,1,요즈음 첫째 아이가 좀 이상한 것 같아 걱정돼.
467,1,요즘 물가가 너무 올라서 카드값이 너무 많이 나와.
468,3,집사람이 요즘 나에게 안 하던 소리를 해서 지금 좀 심란해.
469,5,허리 디스크가 재발해서 다시 일자리를 그만두었어. 너무 힘들어.
470,0,이번에 산악 동호회에 가입했는데 굉장히 좋은 사람들인 거 같아.
471,2,호르몬 때문인가 요즘 별 것도 아닌거에 눈물이 나네.
472,4,어제 화장실에서 대리님이 내 험담을 하는 것을 들었어.
473,0,선생님께 편지를 썼는데 아직 드리진 못했어.
474,4,내 아내가 움직이지 못하는 내 몸을 잡고 계속해서 울었어. 우는 내 아내를 보니 마음이 너무 아파.
475,3,내 재정상태가 너무 싫어.
476,3,친구 취업 면접에 내가 자기소개서를 써줬는데 떨어졌어.
477,4,이번에 이력서 넣은 회사 또 떨어졌어. 취업이 안 될 것 같아 걱정이야.
478,1,요즘 이직 때문에 고민이 너무 많아.
479,2,조만간 은퇴해야 하는데 재정적으로 노후준비가 전혀 안 되어 있어서 큰일이야.
480,0,달마다 통장에 연금과 배당 소득이 들어올 것 같아서 마음이 놓인단다.
481,0,서른 중반 쯤 되니까 이제 인간관계에서 욕심이 없어진 느낌이 들어.
482,1,자식들과 떨어져 사는데 안부 전화가 뜸하면 무슨 일 생긴 건 아닌지 걱정부터 들어.
483,1,내가 괴롭히던 애가 선생님께 학교 폭력 사실을 알릴까 봐 두려워.
484,0,이틀 뒤 우리 아들 내외가 직원 스무 명을 둔 레스토랑을 개업할 거야.
485,2,시험공부를 했는데도 다섯개나 틀려서 슬퍼.
486,5,직장 상사가 회식에 자주 불러내서 매우 성가셔.
487,1,저 직원은 들어온 지 얼마 되지도 않았으면서 머리를 샛노랗게 염색했어.
488,3,중환자실에 연명하고 있는 환자를 생각하면 절망스러움이 느껴져 
489,0,예전엔 왕따 당한 적도 있었지만 요즘은 아니야. 친구들도 많고 항상 즐겁게 지내고 있어.
490,4,내가 방문 건강관리 서비스 대상이 아니라네. 이 몸으로 병원을 갈 수도 없는 노릇인데 큰일이야.
491,5,동네 산책로를 걷다가 구역질이 났어.
492,0,나 신나는 일이 있어!
493,4,직장에서 처음으로 실수했는데 존경하는 상사에게 꾸지람을 받아 충격이고 상처 받았어.
494,5,요즘 회사에서 눈치를 많이 봐.
495,3,직장에서 프로젝트 발표를 할 때마다 너무 부끄러워.
496,3,돈을 꽤 모아놨다고 생각했는데 통장정리해보니 잔고가 없어.
497,2,아들이 나를 닮아 머리가 빠지기 시작해서 너무 미안해.
498,5,학교에 나가기가 너무 싫어.
499,4,그 자리에 없는 친구에 대해 험담을 하는 게 너무 반복되니까 힘드네.
500,2,나보다 못한 동료들이 나보다 빨리 승진해서 의지를 잃고 너무 슬퍼.
501,1,내가 친구들 욕을 했다고 다른 아이가 거짓말을 했어. 모두가 나를 미워해서 속상해.
502,2,내가 암에 걸려서 세상에 대한 미움이 생겼어.
503,2,얼마 전에 아내가 유산을 했는데 아내가 너무 비통하고 힘들어해.
504,0,친구와 화해를 했어. 정말 다행이야.
505,1,은퇴가 다가오니 혼란스러워.
506,5,괜찮다고 갑자기 가슴통증이 심하고 압박감이 있는 거 보니 곧 심근경색이 올 것 같아.
507,4,간암에 걸리니 세상에 혼자 남겨진 기분이야.
508,0,좋은 분 분명 만날수 있으실거에요.
509,1,요즘 남편의 귀가 시간이 평소보다 늦어. 혹시 바람 피우고 있는 건 아닐까 하는 생각이 들어서 겁이 나.
510,3,큰돈을 주고 건강기능식품을 샀는데 사기였어.
511,0,같이 결혼 준비를 하니 신부에게 더욱 믿음이 생겼어.
512,0,이번에 내가 로또에 당첨됐어.
513,0,여자친구 분을 많이 좋아하시나 봐요.
514,2,친한 친구에게 우리 집 이야기를 했다가 괜히 소문만 났어. 이야기한 게 후회돼.
515,1,신입사원에게 일을 지시했는데 신입사원의 실수로 부장님께 내가 혼날까봐 불안해.
516,4,집이 잘 사는 게 부러워 사사건건 친구에게 시비를 걸었어.
517,0,진로를 부모님이 지지해주셔서 감사하고 있어.
518,2,내가 가장 좋아하는 차장님이 타 부서로 발령이 나서 너무 슬퍼.
519,5,연애 과정이 문제가 있으세요?
520,1,굉장히 믿고 의지했던 언니가 있어. 가족보다 가깝게 지냈던 사이야.
521,3,여자 친구에게 청혼을 했는데 생각해 보겠다고 했어.
522,4,자녀들을 키우느라 경제적으로 불우해.
523,2,돈이 너무 없어서 우울해.
524,1,보험들어 놓은것도 없는데 어떡하지?
525,2,친구라 생각했던 사람이 뒤에서 나에 대한 험담을 하고 있었어.
526,1,회사 업무로 인한 스트레스가 점점 심해지는 것 같아.
527,1,대인관계 개선을 위해 볼링 동아리를 들었어.
528,5,나의 약점을 잡고 공격하는 친구들이 있어.
529,5,십 년 넘게 일한 회사에서 은퇴식도 안 해주네. 속상하고 화나.
530,5,어쩌면 좋지?
531,5,친구들이 성가시게 계속 술 먹자고하네. 바빠죽겠는데.
532,5,수학 과외는 더이상 하고 싶지 않아.
533,3,오늘 아침에 일어났는데 갑자기 열이 나고 그러네? 코로나는 아니겠지?
534,1,친구와 통화를 하다가 조심스럽게 노후준비 여부를 물어봤어.
535,4,아무리 아르바이트라지만 억울해서 못 해 먹겠어.
536,2,대인관계가 마비됐어.
537,0,이제 약속 시각까지 삼십 분 정도 남았네. 오분 전까지 도착할 수 있도록 슬슬 나가야겠다.
538,1,난 왜 이렇게 사람들하고 잘 어울리지 못하는 것일까? 내가 인간관계에서 문제가 있는 걸까?
539,2,학교에서 맞고 따돌림당해서 학교 다니기가 무서워.
540,4,나는 그 친구를 때리지 않았는데 아무도 내 말을 믿지 않아서 정말 억울해.
541,2,친구들은 다 진로를 결정했는데 나만 뭘 해야할지 모르겠어서 너무 속상해.
542,3,매달 큰 병원비가 나와서 자녀들에게 말해야 되는데 이런 내가 부끄럽고 싫어.
543,2,친구들은 다 꿈을 향해 나아가는데 나만 제자리인 거 같아서 너무 불안해.
544,3,오빠한테 실수로 내 웃긴 사진을 보냈는데 엄청 놀려서 창피해.
545,0,이번에 진급심사에서 좋은 성적을 받을 거 같아.
546,2,나 오늘도 최종 면접에서 떨어졌어. 나는 안 되나 봐.
547,1,가족간 사이좋게 지내는 게 최고인데 난 지금 그걸 못 하고 있어. 맘이 안 좋아.
548,4,우리 부모님은 우리 형에게만 모든 걸 지원해.
549,4,매일 학교에서 학원 그리고 집 똑같은 하루에 너무 지쳐.
550,3,매일 나만 당하는거 같고 창피해서 학교 못다니겠어.
551,4,애가 공부를 너무 안해 성적이 완전 바닥이라 자꾸 싸우게 돼.
552,1,직장 후배가 회식에서 술을 너무 많이 마셨나봐. 나한테 계속 반말을 하네.
553,3,내가 다니는 학교가 먼 곳에 있어서 나 혼자 자취를 하는데 부모님과 친구들이 보고싶어.
554,2,가장 친했던 동료가 과로로 쓰러졌어.
555,3,따돌림을 왜 하는 걸까?진짜 한심해.
556,3,내일 음악 가창시험이 있는데 생각만 해도 창피해.
557,1,직장 상사에게 카톡을 잘못 보냈어. 친구와 상사 욕한 카톡을 보냈네. 빨리 삭제하긴 했는데 보셨을까?
558,4,동생한테 화를 내고 때렸더니 동생이 상처를 많이 받았나 봐.
559,2,요즘 나이를 먹을수록 점점 내가 능력이 부족한 거 같고 낙담하게 돼.
560,1,나는 말을 잘 못해서 어디를 가든 친구들한테 따돌림을 당하는 것 같아.
561,2,내 나이에 어느 회사를 가야 하며 노후준비를 어떻게 해야 하는지.
562,2,이제 곧 대학교 졸업반인데 막다른 골목에 서 있는 느낌이야. 너무 우울해.
563,1,친구의 장례식에 갔다 왔거든. 갑자기 불안하고 걱정스러운 기분이 되었어.
564,4,누가 나보고 살찐 것 같대. 요즘 다이어트 중이라 많이 먹지도 못해 예민한데 살쪘다는 소리에 상처받았어.
565,4,스스로 생활을 해결해야 하는데 국민연금이 얼마 되지 않으니 생활비 마련 때문에 걱정이 되지.
566,3,내가 대학 안가고 취업할려고 하는데 다른 사람들 눈에는 안좋게 보일까?
567,4,술 담배 안하고 운동도 꾸준히 해 왔는데 살만 찌고 몸이 변하지 않네.
568,1,자식들은 다 결혼해서 분가 했는데 내가 아프면 어쩌나.
569,0,직원들이 상사인 내 뜻에 잘 따라주어서 다행이야.
570,2,나와 같은 병실을 쓰던 사람이 갑자기 의식을 잃은 뒤 사망하니 나도 걱정도 우울감에 빠졌어.
571,0,오늘 너무 기쁜 소식을 들었어!
572,1,오늘도 회사에서 늦게까지 야근을 했어.
573,0,친구하고 오해가 좀 있었는데 그냥 편하게 생각하기로 했어.
574,2,항암치료를 받아야 하는데 너무 괴로울 것 같아서 무서워.
575,0,나 우리 집은 화목하고 다툼이 없어서 늘 맘이 편안하지.
576,2,사람들은 자신의 이익을 위해 친구를 사귀는 것 같아. 우정이란 것은 존재하지 않을 거야.
577,3,옆 침대의 환자가 나보다 늦게 입원했는데도 퇴원은 나보다 빨리 해서 열등감이 들어.
578,2,몇 년전 유방암 완치 했지만 병이 재발했어
579,5,기분 나쁠 때마다 잠수 타는 남자친구 때문에 짜증이 나.
580,0,은퇴한 나에게 경제적으로나 심리적으로 남편이 든든히 있어줘서 기뻐.
581,3,내년이면 고등학생인데 부모님은 아직 내가 어리다고 하셔.
582,4,피아노를 배우는데 학원에서 나만 빼고 전부 다 여자야.
583,1,나는 나의 정신건강이 염려스러워.
584,1,벌써 명퇴해야 한다는 사실이 정말 믿기지 않아. 전혀 예상도 못 했거든.
585,0,대인관계에서 오는 기쁨을 다시 느낄 수 있게 돼서 기분이 참 좋아.
586,0,고혈압 때문에 걱정이 많단다.
587,2,계약기간이 만료됐는데 뽑히지 못해 눈물이 날 것 같아.
588,2,평생을 함께한 와이프가 요즘 많이 아파서 걱정이야.
589,3,김 씨가 당뇨로 입원했어. 있었을 땐 몰랐는데 없으니까 허전하네.
590,0,나는 내 재정이 안정적이라고 믿어.
